Kecamatan,Price,Luas Bangunan,Luas Tanah,SD Inklusi,SMP Inklusi,Kepadatan
wonokromo,600000000,70,45,3.0,3.0,18591.0
wonokromo,600000000,70,45,4.0,3.0,18591.0
wonokromo,600000000,70,45,4.0,3.0,18591.0
wonokromo,600000000,70,45,4.0,3.0,18591.0
wonokromo,600000000,70,45,4.0,3.0,18591.0
wonokromo,600000000,70,45,4.0,3.0,18591.0
wonokromo,600000000,70,45,4.0,3.0,18591.0
wonokromo,600000000,70,45,4.0,3.0,18591.0
wonokromo,600000000,70,45,4.0,3.0,18591.0
wonokromo,600000000,70,45,5.0,3.0,18591.0
rungkut,600000000,2023,48,3.0,2.0,5397.0
rungkut,600000000,2023,48,4.0,2.0,5397.0
rungkut,600000000,2023,48,5.0,2.0,5397.0
rungkut,600000000,2023,48,6.0,2.0,5397.0
rungkut,600000000,2023,48,7.0,3.0,5397.0
rungkut,600000000,2023,48,6.0,3.0,5397.0
rungkut,600000000,2023,48,7.0,3.0,5397.0
rungkut,600000000,2023,48,7.0,3.0,5397.0
rungkut,600000000,2023,48,7.0,3.0,5397.0
rungkut,600000000,2023,48,7.0,3.0,5397.0
semampir,600000000,85,48,6.0,2.0,20254.0
semampir,600000000,85,48,6.0,2.0,20254.0
semampir,600000000,85,48,6.0,2.0,20254.0
semampir,600000000,85,48,6.0,2.0,20254.0
semampir,600000000,85,48,6.0,2.0,20254.0
semampir,600000000,85,48,6.0,2.0,20254.0
semampir,600000000,85,48,7.0,2.0,20254.0
semampir,600000000,85,48,8.0,2.0,20254.0
semampir,600000000,85,48,8.0,2.0,20254.0
semampir,600000000,85,48,8.0,2.0,20254.0
pakal,600000000,91,50,3.0,1.0,3474.0
pakal,600000000,91,50,3.0,1.0,3474.0
pakal,600000000,91,50,3.0,1.0,3474.0
pakal,600000000,91,50,3.0,1.0,3474.0
pakal,600000000,91,50,3.0,1.0,3474.0
pakal,600000000,91,50,0.0,0.0,3474.0
pakal,600000000,91,50,0.0,0.0,3474.0
pakal,600000000,91,50,0.0,0.0,3474.0
pakal,600000000,91,50,0.0,0.0,3474.0
pakal,600000000,91,50,0.0,0.0,3474.0
gayungan,600000000,50,51,6.0,1.0,7444.0
gayungan,600000000,50,51,6.0,1.0,7444.0
gayungan,600000000,50,51,6.0,1.0,7444.0
gayungan,600000000,50,51,6.0,1.0,7444.0
gayungan,600000000,50,51,6.0,1.0,7444.0
gayungan,600000000,50,51,7.0,1.0,7444.0
gayungan,600000000,50,51,6.0,1.0,7444.0
gayungan,600000000,50,51,7.0,1.0,7444.0
gayungan,600000000,50,51,7.0,1.0,7444.0
gayungan,600000000,50,51,7.0,1.0,7444.0
rungkut,600000000,60,60,3.0,2.0,5397.0
rungkut,600000000,60,60,4.0,2.0,5397.0
rungkut,600000000,60,60,5.0,2.0,5397.0
rungkut,600000000,60,60,6.0,2.0,5397.0
rungkut,600000000,60,60,7.0,3.0,5397.0
rungkut,600000000,60,60,6.0,3.0,5397.0
rungkut,600000000,60,60,7.0,3.0,5397.0
rungkut,600000000,60,60,7.0,3.0,5397.0
rungkut,600000000,60,60,7.0,3.0,5397.0
rungkut,600000000,60,60,7.0,3.0,5397.0
tambaksari,600000000,120,60,8.0,2.0,25309.0
tambaksari,600000000,120,60,9.0,2.0,25309.0
tambaksari,600000000,120,60,9.0,2.0,25309.0
tambaksari,600000000,120,60,9.0,2.0,25309.0
tambaksari,600000000,120,60,9.0,2.0,25309.0
tambaksari,600000000,120,60,10.0,2.0,25309.0
tambaksari,600000000,120,60,12.0,2.0,25309.0
tambaksari,600000000,120,60,12.0,2.0,25309.0
tambaksari,600000000,120,60,12.0,2.0,25309.0
tambaksari,600000000,120,60,13.0,2.0,25309.0
benowo,600000000,100,64,3.0,1.0,2813.0
benowo,600000000,100,64,3.0,1.0,2813.0
benowo,600000000,100,64,3.0,1.0,2813.0
benowo,600000000,100,64,4.0,2.0,2813.0
benowo,600000000,100,64,4.0,2.0,2813.0
benowo,600000000,100,64,4.0,2.0,2813.0
benowo,600000000,100,64,5.0,2.0,2813.0
benowo,600000000,100,64,5.0,2.0,2813.0
benowo,600000000,100,64,5.0,2.0,2813.0
benowo,600000000,100,64,5.0,2.0,2813.0
sambikerep,600000000,65,65,3.0,2.0,4023.0
sambikerep,600000000,65,65,4.0,2.0,4023.0
sambikerep,600000000,65,65,4.0,2.0,4023.0
sambikerep,600000000,65,65,4.0,2.0,4023.0
sambikerep,600000000,65,65,4.0,2.0,4023.0
sambikerep,600000000,65,65,4.0,2.0,4023.0
sambikerep,600000000,65,65,4.0,2.0,4023.0
sambikerep,600000000,65,65,4.0,2.0,4023.0
sambikerep,600000000,65,65,4.0,2.0,4023.0
sambikerep,600000000,65,65,4.0,2.0,4023.0
wonokromo,600000000,67,67,3.0,3.0,18591.0
wonokromo,600000000,67,67,4.0,3.0,18591.0
wonokromo,600000000,67,67,4.0,3.0,18591.0
wonokromo,600000000,67,67,4.0,3.0,18591.0
wonokromo,600000000,67,67,4.0,3.0,18591.0
wonokromo,600000000,67,67,4.0,3.0,18591.0
wonokromo,600000000,67,67,4.0,3.0,18591.0
wonokromo,600000000,67,67,4.0,3.0,18591.0
wonokromo,600000000,67,67,4.0,3.0,18591.0
wonokromo,600000000,67,67,5.0,3.0,18591.0
benowo,600000000,60,72,3.0,1.0,2813.0
benowo,600000000,60,72,3.0,1.0,2813.0
benowo,600000000,60,72,3.0,1.0,2813.0
benowo,600000000,60,72,4.0,2.0,2813.0
benowo,600000000,60,72,4.0,2.0,2813.0
benowo,600000000,60,72,4.0,2.0,2813.0
benowo,600000000,60,72,5.0,2.0,2813.0
benowo,600000000,60,72,5.0,2.0,2813.0
benowo,600000000,60,72,5.0,2.0,2813.0
benowo,600000000,60,72,5.0,2.0,2813.0
benowo,600000000,72,72,3.0,1.0,2813.0
benowo,600000000,72,72,3.0,1.0,2813.0
benowo,600000000,72,72,3.0,1.0,2813.0
benowo,600000000,72,72,4.0,2.0,2813.0
benowo,600000000,72,72,4.0,2.0,2813.0
benowo,600000000,72,72,4.0,2.0,2813.0
benowo,600000000,72,72,5.0,2.0,2813.0
benowo,600000000,72,72,5.0,2.0,2813.0
benowo,600000000,72,72,5.0,2.0,2813.0
benowo,600000000,72,72,5.0,2.0,2813.0
rungkut,600000000,72,72,3.0,2.0,5397.0
rungkut,600000000,72,72,4.0,2.0,5397.0
rungkut,600000000,72,72,5.0,2.0,5397.0
rungkut,600000000,72,72,6.0,2.0,5397.0
rungkut,600000000,72,72,7.0,3.0,5397.0
rungkut,600000000,72,72,6.0,3.0,5397.0
rungkut,600000000,72,72,7.0,3.0,5397.0
rungkut,600000000,72,72,7.0,3.0,5397.0
rungkut,600000000,72,72,7.0,3.0,5397.0
rungkut,600000000,72,72,7.0,3.0,5397.0
rungkut,600000000,60,72,3.0,2.0,5397.0
rungkut,600000000,60,72,4.0,2.0,5397.0
rungkut,600000000,60,72,5.0,2.0,5397.0
rungkut,600000000,60,72,6.0,2.0,5397.0
rungkut,600000000,60,72,7.0,3.0,5397.0
rungkut,600000000,60,72,6.0,3.0,5397.0
rungkut,600000000,60,72,7.0,3.0,5397.0
rungkut,600000000,60,72,7.0,3.0,5397.0
rungkut,600000000,60,72,7.0,3.0,5397.0
rungkut,600000000,60,72,7.0,3.0,5397.0
rungkut,600000000,72,72,3.0,2.0,5397.0
rungkut,600000000,72,72,4.0,2.0,5397.0
rungkut,600000000,72,72,5.0,2.0,5397.0
rungkut,600000000,72,72,6.0,2.0,5397.0
rungkut,600000000,72,72,7.0,3.0,5397.0
rungkut,600000000,72,72,6.0,3.0,5397.0
rungkut,600000000,72,72,7.0,3.0,5397.0
rungkut,600000000,72,72,7.0,3.0,5397.0
rungkut,600000000,72,72,7.0,3.0,5397.0
rungkut,600000000,72,72,7.0,3.0,5397.0
rungkut,600000000,60,72,3.0,2.0,5397.0
rungkut,600000000,60,72,4.0,2.0,5397.0
rungkut,600000000,60,72,5.0,2.0,5397.0
rungkut,600000000,60,72,6.0,2.0,5397.0
rungkut,600000000,60,72,7.0,3.0,5397.0
rungkut,600000000,60,72,6.0,3.0,5397.0
rungkut,600000000,60,72,7.0,3.0,5397.0
rungkut,600000000,60,72,7.0,3.0,5397.0
rungkut,600000000,60,72,7.0,3.0,5397.0
rungkut,600000000,60,72,7.0,3.0,5397.0
sambikerep,600000000,60,72,3.0,2.0,4023.0
sambikerep,600000000,60,72,4.0,2.0,4023.0
sambikerep,600000000,60,72,4.0,2.0,4023.0
sambikerep,600000000,60,72,4.0,2.0,4023.0
sambikerep,600000000,60,72,4.0,2.0,4023.0
sambikerep,600000000,60,72,4.0,2.0,4023.0
sambikerep,600000000,60,72,4.0,2.0,4023.0
sambikerep,600000000,60,72,4.0,2.0,4023.0
sambikerep,600000000,60,72,4.0,2.0,4023.0
sambikerep,600000000,60,72,4.0,2.0,4023.0
sambikerep,600000000,63,81,3.0,2.0,4023.0
sambikerep,600000000,63,81,4.0,2.0,4023.0
sambikerep,600000000,63,81,4.0,2.0,4023.0
sambikerep,600000000,63,81,4.0,2.0,4023.0
sambikerep,600000000,63,81,4.0,2.0,4023.0
sambikerep,600000000,63,81,4.0,2.0,4023.0
sambikerep,600000000,63,81,4.0,2.0,4023.0
sambikerep,600000000,63,81,4.0,2.0,4023.0
sambikerep,600000000,63,81,4.0,2.0,4023.0
sambikerep,600000000,63,81,4.0,2.0,4023.0
sambikerep,600000000,61,84,3.0,2.0,4023.0
sambikerep,600000000,61,84,4.0,2.0,4023.0
sambikerep,600000000,61,84,4.0,2.0,4023.0
sambikerep,600000000,61,84,4.0,2.0,4023.0
sambikerep,600000000,61,84,4.0,2.0,4023.0
sambikerep,600000000,61,84,4.0,2.0,4023.0
sambikerep,600000000,61,84,4.0,2.0,4023.0
sambikerep,600000000,61,84,4.0,2.0,4023.0
sambikerep,600000000,61,84,4.0,2.0,4023.0
sambikerep,600000000,61,84,4.0,2.0,4023.0
benowo,600000000,60,90,3.0,1.0,2813.0
benowo,600000000,60,90,3.0,1.0,2813.0
benowo,600000000,60,90,3.0,1.0,2813.0
benowo,600000000,60,90,4.0,2.0,2813.0
benowo,600000000,60,90,4.0,2.0,2813.0
benowo,600000000,60,90,4.0,2.0,2813.0
benowo,600000000,60,90,5.0,2.0,2813.0
benowo,600000000,60,90,5.0,2.0,2813.0
benowo,600000000,60,90,5.0,2.0,2813.0
benowo,600000000,60,90,5.0,2.0,2813.0
lakarsantri,600000000,90,90,5.0,2.0,3440.0
lakarsantri,600000000,90,90,4.0,2.0,3440.0
lakarsantri,600000000,90,90,4.0,2.0,3440.0
lakarsantri,600000000,90,90,4.0,2.0,3440.0
lakarsantri,600000000,90,90,4.0,2.0,3440.0
lakarsantri,600000000,90,90,4.0,2.0,3440.0
lakarsantri,600000000,90,90,5.0,2.0,3440.0
lakarsantri,600000000,90,90,5.0,2.0,3440.0
lakarsantri,600000000,90,90,6.0,2.0,3440.0
lakarsantri,600000000,90,90,6.0,2.0,3440.0
tambaksari,600000000,91,91,8.0,2.0,25309.0
tambaksari,600000000,91,91,9.0,2.0,25309.0
tambaksari,600000000,91,91,9.0,2.0,25309.0
tambaksari,600000000,91,91,9.0,2.0,25309.0
tambaksari,600000000,91,91,9.0,2.0,25309.0
tambaksari,600000000,91,91,10.0,2.0,25309.0
tambaksari,600000000,91,91,12.0,2.0,25309.0
tambaksari,600000000,91,91,12.0,2.0,25309.0
tambaksari,600000000,91,91,12.0,2.0,25309.0
tambaksari,600000000,91,91,13.0,2.0,25309.0
tandes,600000000,120,91,0.0,0.0,9234.0
tandes,600000000,120,91,0.0,0.0,9234.0
tandes,600000000,120,91,0.0,0.0,9234.0
tandes,600000000,120,91,0.0,0.0,9234.0
tandes,600000000,120,91,0.0,0.0,9234.0
tandes,600000000,120,91,4.0,1.0,9234.0
tandes,600000000,120,91,5.0,1.0,9234.0
tandes,600000000,120,91,5.0,1.0,9234.0
tandes,600000000,120,91,5.0,1.0,9234.0
tandes,600000000,120,91,5.0,1.0,9234.0
tenggilis mejoyo,600000000,50,91,4.0,1.0,10143.0
tenggilis mejoyo,600000000,50,91,5.0,1.0,10143.0
tenggilis mejoyo,600000000,50,91,5.0,1.0,10143.0
tenggilis mejoyo,600000000,50,91,5.0,1.0,10143.0
tenggilis mejoyo,600000000,50,91,5.0,2.0,10143.0
tenggilis mejoyo,600000000,50,91,5.0,2.0,10143.0
tenggilis mejoyo,600000000,50,91,5.0,2.0,10143.0
tenggilis mejoyo,600000000,50,91,5.0,2.0,10143.0
tenggilis mejoyo,600000000,50,91,5.0,2.0,10143.0
tenggilis mejoyo,600000000,50,91,5.0,2.0,10143.0
rungkut,600000000,75,94,3.0,2.0,5397.0
rungkut,600000000,75,94,4.0,2.0,5397.0
rungkut,600000000,75,94,5.0,2.0,5397.0
rungkut,600000000,75,94,6.0,2.0,5397.0
rungkut,600000000,75,94,7.0,3.0,5397.0
rungkut,600000000,75,94,6.0,3.0,5397.0
rungkut,600000000,75,94,7.0,3.0,5397.0
rungkut,600000000,75,94,7.0,3.0,5397.0
rungkut,600000000,75,94,7.0,3.0,5397.0
rungkut,600000000,75,94,7.0,3.0,5397.0
pakal,600000000,95,95,3.0,1.0,3474.0
pakal,600000000,95,95,3.0,1.0,3474.0
pakal,600000000,95,95,3.0,1.0,3474.0
pakal,600000000,95,95,3.0,1.0,3474.0
pakal,600000000,95,95,3.0,1.0,3474.0
pakal,600000000,95,95,0.0,0.0,3474.0
pakal,600000000,95,95,0.0,0.0,3474.0
pakal,600000000,95,95,0.0,0.0,3474.0
pakal,600000000,95,95,0.0,0.0,3474.0
pakal,600000000,95,95,0.0,0.0,3474.0
lakarsantri,600000000,80,96,5.0,2.0,3440.0
lakarsantri,600000000,80,96,4.0,2.0,3440.0
lakarsantri,600000000,80,96,4.0,2.0,3440.0
lakarsantri,600000000,80,96,4.0,2.0,3440.0
lakarsantri,600000000,80,96,4.0,2.0,3440.0
lakarsantri,600000000,80,96,4.0,2.0,3440.0
lakarsantri,600000000,80,96,5.0,2.0,3440.0
lakarsantri,600000000,80,96,5.0,2.0,3440.0
lakarsantri,600000000,80,96,6.0,2.0,3440.0
lakarsantri,600000000,80,96,6.0,2.0,3440.0
tandes,600000000,96,96,0.0,0.0,9234.0
tandes,600000000,96,96,0.0,0.0,9234.0
tandes,600000000,96,96,0.0,0.0,9234.0
tandes,600000000,96,96,0.0,0.0,9234.0
tandes,600000000,96,96,0.0,0.0,9234.0
tandes,600000000,96,96,4.0,1.0,9234.0
tandes,600000000,96,96,5.0,1.0,9234.0
tandes,600000000,96,96,5.0,1.0,9234.0
tandes,600000000,96,96,5.0,1.0,9234.0
tandes,600000000,96,96,5.0,1.0,9234.0
tandes,600000000,96,96,0.0,0.0,9234.0
tandes,600000000,96,96,0.0,0.0,9234.0
tandes,600000000,96,96,0.0,0.0,9234.0
tandes,600000000,96,96,0.0,0.0,9234.0
tandes,600000000,96,96,0.0,0.0,9234.0
tandes,600000000,96,96,4.0,1.0,9234.0
tandes,600000000,96,96,5.0,1.0,9234.0
tandes,600000000,96,96,5.0,1.0,9234.0
tandes,600000000,96,96,5.0,1.0,9234.0
tandes,600000000,96,96,5.0,1.0,9234.0
tandes,600000000,108,108,0.0,0.0,9234.0
tandes,600000000,108,108,0.0,0.0,9234.0
tandes,600000000,108,108,0.0,0.0,9234.0
tandes,600000000,108,108,0.0,0.0,9234.0
tandes,600000000,108,108,0.0,0.0,9234.0
tandes,600000000,108,108,4.0,1.0,9234.0
tandes,600000000,108,108,5.0,1.0,9234.0
tandes,600000000,108,108,5.0,1.0,9234.0
tandes,600000000,108,108,5.0,1.0,9234.0
tandes,600000000,108,108,5.0,1.0,9234.0
wiyung,607000000,158,128,0.0,0.0,6179.0
wiyung,607000000,158,128,0.0,0.0,6179.0
wiyung,607000000,158,128,5.0,1.0,6179.0
wiyung,607000000,158,128,5.0,1.0,6179.0
wiyung,607000000,158,128,5.0,1.0,6179.0
wiyung,607000000,158,128,5.0,1.0,6179.0
wiyung,607000000,158,128,6.0,2.0,6179.0
wiyung,607000000,158,128,6.0,2.0,6179.0
wiyung,607000000,158,128,6.0,2.0,6179.0
wiyung,607000000,158,128,6.0,2.0,6179.0
rungkut,615000000,150,377,3.0,2.0,5397.0
rungkut,615000000,150,377,4.0,2.0,5397.0
rungkut,615000000,150,377,5.0,2.0,5397.0
rungkut,615000000,150,377,6.0,2.0,5397.0
rungkut,615000000,150,377,7.0,3.0,5397.0
rungkut,615000000,150,377,6.0,3.0,5397.0
rungkut,615000000,150,377,7.0,3.0,5397.0
rungkut,615000000,150,377,7.0,3.0,5397.0
rungkut,615000000,150,377,7.0,3.0,5397.0
rungkut,615000000,150,377,7.0,3.0,5397.0
sawahan,620000000,80,54,6.0,1.0,27648.0
sawahan,620000000,80,54,7.0,1.0,27648.0
sawahan,620000000,80,54,7.0,1.0,27648.0
sawahan,620000000,80,54,7.0,1.0,27648.0
sawahan,620000000,80,54,7.0,1.0,27648.0
sawahan,620000000,80,54,7.0,1.0,27648.0
sawahan,620000000,80,54,9.0,1.0,27648.0
sawahan,620000000,80,54,9.0,1.0,27648.0
sawahan,620000000,80,54,9.0,1.0,27648.0
sawahan,620000000,80,54,9.0,1.0,27648.0
tegalsari,625000000,90,45,5.0,1.0,22624.0
tegalsari,625000000,90,45,7.0,1.0,22624.0
tegalsari,625000000,90,45,7.0,1.0,22624.0
tegalsari,625000000,90,45,7.0,1.0,22624.0
tegalsari,625000000,90,45,7.0,1.0,22624.0
tegalsari,625000000,90,45,7.0,1.0,22624.0
tegalsari,625000000,90,45,7.0,1.0,22624.0
tegalsari,625000000,90,45,7.0,1.0,22624.0
tegalsari,625000000,90,45,8.0,1.0,22624.0
tegalsari,625000000,90,45,8.0,1.0,22624.0
sambikerep,625000000,72,56,3.0,2.0,4023.0
sambikerep,625000000,72,56,4.0,2.0,4023.0
sambikerep,625000000,72,56,4.0,2.0,4023.0
sambikerep,625000000,72,56,4.0,2.0,4023.0
sambikerep,625000000,72,56,4.0,2.0,4023.0
sambikerep,625000000,72,56,4.0,2.0,4023.0
sambikerep,625000000,72,56,4.0,2.0,4023.0
sambikerep,625000000,72,56,4.0,2.0,4023.0
sambikerep,625000000,72,56,4.0,2.0,4023.0
sambikerep,625000000,72,56,4.0,2.0,4023.0
tambaksari,625000000,50,63,8.0,2.0,25309.0
tambaksari,625000000,50,63,9.0,2.0,25309.0
tambaksari,625000000,50,63,9.0,2.0,25309.0
tambaksari,625000000,50,63,9.0,2.0,25309.0
tambaksari,625000000,50,63,9.0,2.0,25309.0
tambaksari,625000000,50,63,10.0,2.0,25309.0
tambaksari,625000000,50,63,12.0,2.0,25309.0
tambaksari,625000000,50,63,12.0,2.0,25309.0
tambaksari,625000000,50,63,12.0,2.0,25309.0
tambaksari,625000000,50,63,13.0,2.0,25309.0
sukolilo,625000000,50,91,5.0,3.0,3845.0
sukolilo,625000000,50,91,5.0,3.0,3845.0
sukolilo,625000000,50,91,5.0,4.0,3845.0
sukolilo,625000000,50,91,4.0,4.0,3845.0
sukolilo,625000000,50,91,5.0,4.0,3845.0
sukolilo,625000000,50,91,5.0,3.0,3845.0
sukolilo,625000000,50,91,6.0,3.0,3845.0
sukolilo,625000000,50,91,6.0,3.0,3845.0
sukolilo,625000000,50,91,6.0,3.0,3845.0
sukolilo,625000000,50,91,6.0,3.0,3845.0
benowo,625000000,70,105,3.0,1.0,2813.0
benowo,625000000,70,105,3.0,1.0,2813.0
benowo,625000000,70,105,3.0,1.0,2813.0
benowo,625000000,70,105,4.0,2.0,2813.0
benowo,625000000,70,105,4.0,2.0,2813.0
benowo,625000000,70,105,4.0,2.0,2813.0
benowo,625000000,70,105,5.0,2.0,2813.0
benowo,625000000,70,105,5.0,2.0,2813.0
benowo,625000000,70,105,5.0,2.0,2813.0
benowo,625000000,70,105,5.0,2.0,2813.0
wiyung,625000000,180,126,0.0,0.0,6179.0
wiyung,625000000,180,126,0.0,0.0,6179.0
wiyung,625000000,180,126,5.0,1.0,6179.0
wiyung,625000000,180,126,5.0,1.0,6179.0
wiyung,625000000,180,126,5.0,1.0,6179.0
wiyung,625000000,180,126,5.0,1.0,6179.0
wiyung,625000000,180,126,6.0,2.0,6179.0
wiyung,625000000,180,126,6.0,2.0,6179.0
wiyung,625000000,180,126,6.0,2.0,6179.0
wiyung,625000000,180,126,6.0,2.0,6179.0
tambaksari,630000000,53,54,8.0,2.0,25309.0
tambaksari,630000000,53,54,9.0,2.0,25309.0
tambaksari,630000000,53,54,9.0,2.0,25309.0
tambaksari,630000000,53,54,9.0,2.0,25309.0
tambaksari,630000000,53,54,9.0,2.0,25309.0
tambaksari,630000000,53,54,10.0,2.0,25309.0
tambaksari,630000000,53,54,12.0,2.0,25309.0
tambaksari,630000000,53,54,12.0,2.0,25309.0
tambaksari,630000000,53,54,12.0,2.0,25309.0
tambaksari,630000000,53,54,13.0,2.0,25309.0
asemrowo,635000000,60,48,,,5784.0
lakarsantri,640000000,70,90,5.0,2.0,3440.0
lakarsantri,640000000,70,90,4.0,2.0,3440.0
lakarsantri,640000000,70,90,4.0,2.0,3440.0
lakarsantri,640000000,70,90,4.0,2.0,3440.0
lakarsantri,640000000,70,90,4.0,2.0,3440.0
lakarsantri,640000000,70,90,4.0,2.0,3440.0
lakarsantri,640000000,70,90,5.0,2.0,3440.0
lakarsantri,640000000,70,90,5.0,2.0,3440.0
lakarsantri,640000000,70,90,6.0,2.0,3440.0
lakarsantri,640000000,70,90,6.0,2.0,3440.0
rungkut,645000000,65,49,3.0,2.0,5397.0
rungkut,645000000,65,49,4.0,2.0,5397.0
rungkut,645000000,65,49,5.0,2.0,5397.0
rungkut,645000000,65,49,6.0,2.0,5397.0
rungkut,645000000,65,49,7.0,3.0,5397.0
rungkut,645000000,65,49,6.0,3.0,5397.0
rungkut,645000000,65,49,7.0,3.0,5397.0
rungkut,645000000,65,49,7.0,3.0,5397.0
rungkut,645000000,65,49,7.0,3.0,5397.0
rungkut,645000000,65,49,7.0,3.0,5397.0
rungkut,650000000,65,50,3.0,2.0,5397.0
rungkut,650000000,65,50,4.0,2.0,5397.0
rungkut,650000000,65,50,5.0,2.0,5397.0
rungkut,650000000,65,50,6.0,2.0,5397.0
rungkut,650000000,65,50,7.0,3.0,5397.0
rungkut,650000000,65,50,6.0,3.0,5397.0
rungkut,650000000,65,50,7.0,3.0,5397.0
rungkut,650000000,65,50,7.0,3.0,5397.0
rungkut,650000000,65,50,7.0,3.0,5397.0
rungkut,650000000,65,50,7.0,3.0,5397.0
rungkut,650000000,60,50,3.0,2.0,5397.0
rungkut,650000000,60,50,4.0,2.0,5397.0
rungkut,650000000,60,50,5.0,2.0,5397.0
rungkut,650000000,60,50,6.0,2.0,5397.0
rungkut,650000000,60,50,7.0,3.0,5397.0
rungkut,650000000,60,50,6.0,3.0,5397.0
rungkut,650000000,60,50,7.0,3.0,5397.0
rungkut,650000000,60,50,7.0,3.0,5397.0
rungkut,650000000,60,50,7.0,3.0,5397.0
rungkut,650000000,60,50,7.0,3.0,5397.0
gubeng,650000000,58,58,5.0,1.0,16757.0
gubeng,650000000,58,58,5.0,1.0,16757.0
gubeng,650000000,58,58,5.0,1.0,16757.0
gubeng,650000000,58,58,5.0,1.0,16757.0
gubeng,650000000,58,58,5.0,1.0,16757.0
gubeng,650000000,58,58,7.0,1.0,16757.0
gubeng,650000000,58,58,7.0,1.0,16757.0
gubeng,650000000,58,58,7.0,1.0,16757.0
gubeng,650000000,58,58,7.0,1.0,16757.0
gubeng,650000000,58,58,7.0,1.0,16757.0
rungkut,650000000,59,59,3.0,2.0,5397.0
rungkut,650000000,59,59,4.0,2.0,5397.0
rungkut,650000000,59,59,5.0,2.0,5397.0
rungkut,650000000,59,59,6.0,2.0,5397.0
rungkut,650000000,59,59,7.0,3.0,5397.0
rungkut,650000000,59,59,6.0,3.0,5397.0
rungkut,650000000,59,59,7.0,3.0,5397.0
rungkut,650000000,59,59,7.0,3.0,5397.0
rungkut,650000000,59,59,7.0,3.0,5397.0
rungkut,650000000,59,59,7.0,3.0,5397.0
mulyorejo,650000000,150,60,2.0,1.0,5079.0
mulyorejo,650000000,150,60,2.0,1.0,5079.0
mulyorejo,650000000,150,60,2.0,1.0,5079.0
mulyorejo,650000000,150,60,2.0,1.0,5079.0
mulyorejo,650000000,150,60,2.0,1.0,5079.0
mulyorejo,650000000,150,60,2.0,1.0,5079.0
mulyorejo,650000000,150,60,2.0,1.0,5079.0
mulyorejo,650000000,150,60,3.0,1.0,5079.0
mulyorejo,650000000,150,60,3.0,1.0,5079.0
mulyorejo,650000000,150,60,3.0,1.0,5079.0
rungkut,650000000,60,60,3.0,2.0,5397.0
rungkut,650000000,60,60,4.0,2.0,5397.0
rungkut,650000000,60,60,5.0,2.0,5397.0
rungkut,650000000,60,60,6.0,2.0,5397.0
rungkut,650000000,60,60,7.0,3.0,5397.0
rungkut,650000000,60,60,6.0,3.0,5397.0
rungkut,650000000,60,60,7.0,3.0,5397.0
rungkut,650000000,60,60,7.0,3.0,5397.0
rungkut,650000000,60,60,7.0,3.0,5397.0
rungkut,650000000,60,60,7.0,3.0,5397.0
tambaksari,650000000,150,60,8.0,2.0,25309.0
tambaksari,650000000,150,60,9.0,2.0,25309.0
tambaksari,650000000,150,60,9.0,2.0,25309.0
tambaksari,650000000,150,60,9.0,2.0,25309.0
tambaksari,650000000,150,60,9.0,2.0,25309.0
tambaksari,650000000,150,60,10.0,2.0,25309.0
tambaksari,650000000,150,60,12.0,2.0,25309.0
tambaksari,650000000,150,60,12.0,2.0,25309.0
tambaksari,650000000,150,60,12.0,2.0,25309.0
tambaksari,650000000,150,60,13.0,2.0,25309.0
sambikerep,650000000,69,69,3.0,2.0,4023.0
sambikerep,650000000,69,69,4.0,2.0,4023.0
sambikerep,650000000,69,69,4.0,2.0,4023.0
sambikerep,650000000,69,69,4.0,2.0,4023.0
sambikerep,650000000,69,69,4.0,2.0,4023.0
sambikerep,650000000,69,69,4.0,2.0,4023.0
sambikerep,650000000,69,69,4.0,2.0,4023.0
sambikerep,650000000,69,69,4.0,2.0,4023.0
sambikerep,650000000,69,69,4.0,2.0,4023.0
sambikerep,650000000,69,69,4.0,2.0,4023.0
mulyorejo,650000000,70,70,2.0,1.0,5079.0
mulyorejo,650000000,70,70,2.0,1.0,5079.0
mulyorejo,650000000,70,70,2.0,1.0,5079.0
mulyorejo,650000000,70,70,2.0,1.0,5079.0
mulyorejo,650000000,70,70,2.0,1.0,5079.0
mulyorejo,650000000,70,70,2.0,1.0,5079.0
mulyorejo,650000000,70,70,2.0,1.0,5079.0
mulyorejo,650000000,70,70,3.0,1.0,5079.0
mulyorejo,650000000,70,70,3.0,1.0,5079.0
mulyorejo,650000000,70,70,3.0,1.0,5079.0
rungkut,650000000,54,72,3.0,2.0,5397.0
rungkut,650000000,54,72,4.0,2.0,5397.0
rungkut,650000000,54,72,5.0,2.0,5397.0
rungkut,650000000,54,72,6.0,2.0,5397.0
rungkut,650000000,54,72,7.0,3.0,5397.0
rungkut,650000000,54,72,6.0,3.0,5397.0
rungkut,650000000,54,72,7.0,3.0,5397.0
rungkut,650000000,54,72,7.0,3.0,5397.0
rungkut,650000000,54,72,7.0,3.0,5397.0
rungkut,650000000,54,72,7.0,3.0,5397.0
tandes,650000000,100,72,0.0,0.0,9234.0
tandes,650000000,100,72,0.0,0.0,9234.0
tandes,650000000,100,72,0.0,0.0,9234.0
tandes,650000000,100,72,0.0,0.0,9234.0
tandes,650000000,100,72,0.0,0.0,9234.0
tandes,650000000,100,72,4.0,1.0,9234.0
tandes,650000000,100,72,5.0,1.0,9234.0
tandes,650000000,100,72,5.0,1.0,9234.0
