Kecamatan,Price,Luas Bangunan,Luas Tanah,SD Inklusi,SMP Inklusi,Kepadatan
gubeng,1450000000,160,160,7.0,1.0,16757.0
gubeng,1450000000,160,160,7.0,1.0,16757.0
gubeng,1450000000,150,160,5.0,1.0,16757.0
gubeng,1450000000,150,160,5.0,1.0,16757.0
gubeng,1450000000,150,160,5.0,1.0,16757.0
gubeng,1450000000,150,160,5.0,1.0,16757.0
gubeng,1450000000,150,160,5.0,1.0,16757.0
gubeng,1450000000,150,160,7.0,1.0,16757.0
gubeng,1450000000,150,160,7.0,1.0,16757.0
gubeng,1450000000,150,160,7.0,1.0,16757.0
gubeng,1450000000,150,160,7.0,1.0,16757.0
gubeng,1450000000,150,160,7.0,1.0,16757.0
lakarsantri,1450000000,100,185,5.0,2.0,3440.0
lakarsantri,1450000000,100,185,4.0,2.0,3440.0
lakarsantri,1450000000,100,185,4.0,2.0,3440.0
lakarsantri,1450000000,100,185,4.0,2.0,3440.0
lakarsantri,1450000000,100,185,4.0,2.0,3440.0
lakarsantri,1450000000,100,185,4.0,2.0,3440.0
lakarsantri,1450000000,100,185,5.0,2.0,3440.0
lakarsantri,1450000000,100,185,5.0,2.0,3440.0
lakarsantri,1450000000,100,185,6.0,2.0,3440.0
lakarsantri,1450000000,100,185,6.0,2.0,3440.0
tenggilis mejoyo,1450000000,200,200,4.0,1.0,10143.0
tenggilis mejoyo,1450000000,200,200,5.0,1.0,10143.0
tenggilis mejoyo,1450000000,200,200,5.0,1.0,10143.0
tenggilis mejoyo,1450000000,200,200,5.0,1.0,10143.0
tenggilis mejoyo,1450000000,200,200,5.0,2.0,10143.0
tenggilis mejoyo,1450000000,200,200,5.0,2.0,10143.0
tenggilis mejoyo,1450000000,200,200,5.0,2.0,10143.0
tenggilis mejoyo,1450000000,200,200,5.0,2.0,10143.0
tenggilis mejoyo,1450000000,200,200,5.0,2.0,10143.0
tenggilis mejoyo,1450000000,200,200,5.0,2.0,10143.0
wiyung,1450000000,160,240,0.0,0.0,6179.0
wiyung,1450000000,160,240,0.0,0.0,6179.0
wiyung,1450000000,160,240,5.0,1.0,6179.0
wiyung,1450000000,160,240,5.0,1.0,6179.0
wiyung,1450000000,160,240,5.0,1.0,6179.0
wiyung,1450000000,160,240,5.0,1.0,6179.0
wiyung,1450000000,160,240,6.0,2.0,6179.0
wiyung,1450000000,160,240,6.0,2.0,6179.0
wiyung,1450000000,160,240,6.0,2.0,6179.0
wiyung,1450000000,160,240,6.0,2.0,6179.0
wiyung,1450000000,250,268,0.0,0.0,6179.0
wiyung,1450000000,250,268,0.0,0.0,6179.0
wiyung,1450000000,250,268,5.0,1.0,6179.0
wiyung,1450000000,250,268,5.0,1.0,6179.0
wiyung,1450000000,250,268,5.0,1.0,6179.0
wiyung,1450000000,250,268,5.0,1.0,6179.0
wiyung,1450000000,250,268,6.0,2.0,6179.0
wiyung,1450000000,250,268,6.0,2.0,6179.0
wiyung,1450000000,250,268,6.0,2.0,6179.0
wiyung,1450000000,250,268,6.0,2.0,6179.0
rungkut,1460000000,85,70,3.0,2.0,5397.0
rungkut,1460000000,85,70,4.0,2.0,5397.0
rungkut,1460000000,85,70,5.0,2.0,5397.0
rungkut,1460000000,85,70,6.0,2.0,5397.0
rungkut,1460000000,85,70,7.0,3.0,5397.0
rungkut,1460000000,85,70,6.0,3.0,5397.0
rungkut,1460000000,85,70,7.0,3.0,5397.0
rungkut,1460000000,85,70,7.0,3.0,5397.0
rungkut,1460000000,85,70,7.0,3.0,5397.0
rungkut,1460000000,85,70,7.0,3.0,5397.0
wiyung,1470000000,200,120,0.0,0.0,6179.0
wiyung,1470000000,200,120,0.0,0.0,6179.0
wiyung,1470000000,200,120,5.0,1.0,6179.0
wiyung,1470000000,200,120,5.0,1.0,6179.0
wiyung,1470000000,200,120,5.0,1.0,6179.0
wiyung,1470000000,200,120,5.0,1.0,6179.0
wiyung,1470000000,200,120,6.0,2.0,6179.0
wiyung,1470000000,200,120,6.0,2.0,6179.0
wiyung,1470000000,200,120,6.0,2.0,6179.0
wiyung,1470000000,200,120,6.0,2.0,6179.0
sukolilo,1470000000,120,136,5.0,3.0,3845.0
sukolilo,1470000000,120,136,5.0,3.0,3845.0
sukolilo,1470000000,120,136,5.0,4.0,3845.0
sukolilo,1470000000,120,136,4.0,4.0,3845.0
sukolilo,1470000000,120,136,5.0,4.0,3845.0
sukolilo,1470000000,120,136,5.0,3.0,3845.0
sukolilo,1470000000,120,136,6.0,3.0,3845.0
sukolilo,1470000000,120,136,6.0,3.0,3845.0
sukolilo,1470000000,120,136,6.0,3.0,3845.0
sukolilo,1470000000,120,136,6.0,3.0,3845.0
rungkut,1470000000,300,332,3.0,2.0,5397.0
rungkut,1470000000,300,332,4.0,2.0,5397.0
rungkut,1470000000,300,332,5.0,2.0,5397.0
rungkut,1470000000,300,332,6.0,2.0,5397.0
rungkut,1470000000,300,332,7.0,3.0,5397.0
rungkut,1470000000,300,332,6.0,3.0,5397.0
rungkut,1470000000,300,332,7.0,3.0,5397.0
rungkut,1470000000,300,332,7.0,3.0,5397.0
rungkut,1470000000,300,332,7.0,3.0,5397.0
rungkut,1470000000,300,332,7.0,3.0,5397.0
tenggilis mejoyo,1480000000,61,50,4.0,1.0,10143.0
tenggilis mejoyo,1480000000,61,50,5.0,1.0,10143.0
tenggilis mejoyo,1480000000,61,50,5.0,1.0,10143.0
tenggilis mejoyo,1480000000,61,50,5.0,1.0,10143.0
tenggilis mejoyo,1480000000,61,50,5.0,2.0,10143.0
tenggilis mejoyo,1480000000,61,50,5.0,2.0,10143.0
tenggilis mejoyo,1480000000,61,50,5.0,2.0,10143.0
tenggilis mejoyo,1480000000,61,50,5.0,2.0,10143.0
tenggilis mejoyo,1480000000,61,50,5.0,2.0,10143.0
tenggilis mejoyo,1480000000,61,50,5.0,2.0,10143.0
wiyung,1480000000,77,50,0.0,0.0,6179.0
wiyung,1480000000,77,50,0.0,0.0,6179.0
wiyung,1480000000,77,50,5.0,1.0,6179.0
wiyung,1480000000,77,50,5.0,1.0,6179.0
wiyung,1480000000,77,50,5.0,1.0,6179.0
wiyung,1480000000,77,50,5.0,1.0,6179.0
wiyung,1480000000,77,50,6.0,2.0,6179.0
wiyung,1480000000,77,50,6.0,2.0,6179.0
wiyung,1480000000,77,50,6.0,2.0,6179.0
wiyung,1480000000,77,50,6.0,2.0,6179.0
kenjeran,1480000000,85,55,6.0,2.0,21774.0
kenjeran,1480000000,85,55,6.0,2.0,21774.0
kenjeran,1480000000,85,55,6.0,2.0,21774.0
kenjeran,1480000000,85,55,6.0,3.0,21774.0
kenjeran,1480000000,85,55,6.0,3.0,21774.0
kenjeran,1480000000,85,55,6.0,4.0,21774.0
kenjeran,1480000000,85,55,7.0,4.0,21774.0
kenjeran,1480000000,85,55,7.0,4.0,21774.0
kenjeran,1480000000,85,55,7.0,4.0,21774.0
kenjeran,1480000000,85,55,7.0,4.0,21774.0
sukolilo,1480000000,79,70,5.0,3.0,3845.0
sukolilo,1480000000,79,70,5.0,3.0,3845.0
sukolilo,1480000000,79,70,5.0,4.0,3845.0
sukolilo,1480000000,79,70,4.0,4.0,3845.0
sukolilo,1480000000,79,70,5.0,4.0,3845.0
sukolilo,1480000000,79,70,5.0,3.0,3845.0
sukolilo,1480000000,79,70,6.0,3.0,3845.0
sukolilo,1480000000,79,70,6.0,3.0,3845.0
sukolilo,1480000000,79,70,6.0,3.0,3845.0
sukolilo,1480000000,79,70,6.0,3.0,3845.0
rungkut,1490000000,95,60,3.0,2.0,5397.0
rungkut,1490000000,95,60,4.0,2.0,5397.0
rungkut,1490000000,95,60,5.0,2.0,5397.0
rungkut,1490000000,95,60,6.0,2.0,5397.0
rungkut,1490000000,95,60,7.0,3.0,5397.0
rungkut,1490000000,95,60,6.0,3.0,5397.0
rungkut,1490000000,95,60,7.0,3.0,5397.0
rungkut,1490000000,95,60,7.0,3.0,5397.0
rungkut,1490000000,95,60,7.0,3.0,5397.0
rungkut,1490000000,95,60,7.0,3.0,5397.0
simokerto,1490000000,100,72,3.0,2.0,35271.0
simokerto,1490000000,100,72,3.0,2.0,35271.0
simokerto,1490000000,100,72,3.0,2.0,35271.0
simokerto,1490000000,100,72,3.0,2.0,35271.0
simokerto,1490000000,100,72,3.0,2.0,35271.0
simokerto,1490000000,100,72,3.0,2.0,35271.0
simokerto,1490000000,100,72,3.0,2.0,35271.0
simokerto,1490000000,100,72,3.0,2.0,35271.0
simokerto,1490000000,100,72,3.0,2.0,35271.0
simokerto,1490000000,100,72,3.0,2.0,35271.0
rungkut,1490000000,120,90,3.0,2.0,5397.0
rungkut,1490000000,120,90,4.0,2.0,5397.0
rungkut,1490000000,120,90,5.0,2.0,5397.0
rungkut,1490000000,120,90,6.0,2.0,5397.0
rungkut,1490000000,120,90,7.0,3.0,5397.0
rungkut,1490000000,120,90,6.0,3.0,5397.0
rungkut,1490000000,120,90,7.0,3.0,5397.0
rungkut,1490000000,120,90,7.0,3.0,5397.0
rungkut,1490000000,120,90,7.0,3.0,5397.0
rungkut,1490000000,120,90,7.0,3.0,5397.0
rungkut,1490000000,120,90,3.0,2.0,5397.0
rungkut,1490000000,120,90,4.0,2.0,5397.0
rungkut,1490000000,120,90,5.0,2.0,5397.0
rungkut,1490000000,120,90,6.0,2.0,5397.0
rungkut,1490000000,120,90,7.0,3.0,5397.0
rungkut,1490000000,120,90,6.0,3.0,5397.0
rungkut,1490000000,120,90,7.0,3.0,5397.0
rungkut,1490000000,120,90,7.0,3.0,5397.0
rungkut,1490000000,120,90,7.0,3.0,5397.0
rungkut,1490000000,120,90,7.0,3.0,5397.0
kenjeran,1490000000,105,96,6.0,2.0,21774.0
kenjeran,1490000000,105,96,6.0,2.0,21774.0
kenjeran,1490000000,105,96,6.0,2.0,21774.0
kenjeran,1490000000,105,96,6.0,3.0,21774.0
kenjeran,1490000000,105,96,6.0,3.0,21774.0
kenjeran,1490000000,105,96,6.0,4.0,21774.0
kenjeran,1490000000,105,96,7.0,4.0,21774.0
kenjeran,1490000000,105,96,7.0,4.0,21774.0
kenjeran,1490000000,105,96,7.0,4.0,21774.0
kenjeran,1490000000,105,96,7.0,4.0,21774.0
kenjeran,1490000000,72,96,6.0,2.0,21774.0
kenjeran,1490000000,72,96,6.0,2.0,21774.0
kenjeran,1490000000,72,96,6.0,2.0,21774.0
kenjeran,1490000000,72,96,6.0,3.0,21774.0
kenjeran,1490000000,72,96,6.0,3.0,21774.0
kenjeran,1490000000,72,96,6.0,4.0,21774.0
kenjeran,1490000000,72,96,7.0,4.0,21774.0
kenjeran,1490000000,72,96,7.0,4.0,21774.0
kenjeran,1490000000,72,96,7.0,4.0,21774.0
kenjeran,1490000000,72,96,7.0,4.0,21774.0
kenjeran,1490000000,160,102,6.0,2.0,21774.0
kenjeran,1490000000,160,102,6.0,2.0,21774.0
kenjeran,1490000000,160,102,6.0,2.0,21774.0
kenjeran,1490000000,160,102,6.0,3.0,21774.0
kenjeran,1490000000,160,102,6.0,3.0,21774.0
kenjeran,1490000000,160,102,6.0,4.0,21774.0
kenjeran,1490000000,160,102,7.0,4.0,21774.0
kenjeran,1490000000,160,102,7.0,4.0,21774.0
kenjeran,1490000000,160,102,7.0,4.0,21774.0
kenjeran,1490000000,160,102,7.0,4.0,21774.0
mulyorejo,1490000000,160,102,2.0,1.0,5079.0
mulyorejo,1490000000,160,102,2.0,1.0,5079.0
mulyorejo,1490000000,160,102,2.0,1.0,5079.0
mulyorejo,1490000000,160,102,2.0,1.0,5079.0
mulyorejo,1490000000,160,102,2.0,1.0,5079.0
mulyorejo,1490000000,160,102,2.0,1.0,5079.0
mulyorejo,1490000000,160,102,2.0,1.0,5079.0
mulyorejo,1490000000,160,102,3.0,1.0,5079.0
mulyorejo,1490000000,160,102,3.0,1.0,5079.0
mulyorejo,1490000000,160,102,3.0,1.0,5079.0
tambaksari,1490000000,160,102,8.0,2.0,25309.0
tambaksari,1490000000,160,102,9.0,2.0,25309.0
tambaksari,1490000000,160,102,9.0,2.0,25309.0
tambaksari,1490000000,160,102,9.0,2.0,25309.0
tambaksari,1490000000,160,102,9.0,2.0,25309.0
tambaksari,1490000000,160,102,10.0,2.0,25309.0
tambaksari,1490000000,160,102,12.0,2.0,25309.0
tambaksari,1490000000,160,102,12.0,2.0,25309.0
tambaksari,1490000000,160,102,12.0,2.0,25309.0
tambaksari,1490000000,160,102,13.0,2.0,25309.0
tambaksari,1490000000,160,102,8.0,2.0,25309.0
tambaksari,1490000000,160,102,9.0,2.0,25309.0
tambaksari,1490000000,160,102,9.0,2.0,25309.0
tambaksari,1490000000,160,102,9.0,2.0,25309.0
tambaksari,1490000000,160,102,9.0,2.0,25309.0
tambaksari,1490000000,160,102,10.0,2.0,25309.0
tambaksari,1490000000,160,102,12.0,2.0,25309.0
tambaksari,1490000000,160,102,12.0,2.0,25309.0
tambaksari,1490000000,160,102,12.0,2.0,25309.0
tambaksari,1490000000,160,102,13.0,2.0,25309.0
tambaksari,1490000000,160,102,8.0,2.0,25309.0
tambaksari,1490000000,160,102,9.0,2.0,25309.0
tambaksari,1490000000,160,102,9.0,2.0,25309.0
tambaksari,1490000000,160,102,9.0,2.0,25309.0
tambaksari,1490000000,160,102,9.0,2.0,25309.0
tambaksari,1490000000,160,102,10.0,2.0,25309.0
tambaksari,1490000000,160,102,12.0,2.0,25309.0
tambaksari,1490000000,160,102,12.0,2.0,25309.0
tambaksari,1490000000,160,102,12.0,2.0,25309.0
tambaksari,1490000000,160,102,13.0,2.0,25309.0
sukolilo,1490000000,79,119,5.0,3.0,3845.0
sukolilo,1490000000,79,119,5.0,3.0,3845.0
sukolilo,1490000000,79,119,5.0,4.0,3845.0
sukolilo,1490000000,79,119,4.0,4.0,3845.0
sukolilo,1490000000,79,119,5.0,4.0,3845.0
sukolilo,1490000000,79,119,5.0,3.0,3845.0
sukolilo,1490000000,79,119,6.0,3.0,3845.0
sukolilo,1490000000,79,119,6.0,3.0,3845.0
sukolilo,1490000000,79,119,6.0,3.0,3845.0
sukolilo,1490000000,79,119,6.0,3.0,3845.0
pakal,1490000000,120,120,3.0,1.0,3474.0
pakal,1490000000,120,120,3.0,1.0,3474.0
pakal,1490000000,120,120,3.0,1.0,3474.0
pakal,1490000000,120,120,3.0,1.0,3474.0
pakal,1490000000,120,120,3.0,1.0,3474.0
pakal,1490000000,120,120,0.0,0.0,3474.0
pakal,1490000000,120,120,0.0,0.0,3474.0
pakal,1490000000,120,120,0.0,0.0,3474.0
pakal,1490000000,120,120,0.0,0.0,3474.0
pakal,1490000000,120,120,0.0,0.0,3474.0
rungkut,1490000000,100,120,3.0,2.0,5397.0
rungkut,1490000000,100,120,4.0,2.0,5397.0
rungkut,1490000000,100,120,5.0,2.0,5397.0
rungkut,1490000000,100,120,6.0,2.0,5397.0
rungkut,1490000000,100,120,7.0,3.0,5397.0
rungkut,1490000000,100,120,6.0,3.0,5397.0
rungkut,1490000000,100,120,7.0,3.0,5397.0
rungkut,1490000000,100,120,7.0,3.0,5397.0
rungkut,1490000000,100,120,7.0,3.0,5397.0
rungkut,1490000000,100,120,7.0,3.0,5397.0
tambaksari,1490000000,133,133,8.0,2.0,25309.0
tambaksari,1490000000,133,133,9.0,2.0,25309.0
tambaksari,1490000000,133,133,9.0,2.0,25309.0
tambaksari,1490000000,133,133,9.0,2.0,25309.0
tambaksari,1490000000,133,133,9.0,2.0,25309.0
tambaksari,1490000000,133,133,10.0,2.0,25309.0
tambaksari,1490000000,133,133,12.0,2.0,25309.0
tambaksari,1490000000,133,133,12.0,2.0,25309.0
tambaksari,1490000000,133,133,12.0,2.0,25309.0
tambaksari,1490000000,133,133,13.0,2.0,25309.0
bubutan,1490000000,396,141,3.0,1.0,24860.0
bubutan,1490000000,396,141,3.0,1.0,24860.0
bubutan,1490000000,396,141,3.0,1.0,24860.0
bubutan,1490000000,396,141,3.0,1.0,24860.0
bubutan,1490000000,396,141,3.0,1.0,24860.0
bubutan,1490000000,396,141,3.0,1.0,24860.0
bubutan,1490000000,396,141,3.0,1.0,24860.0
bubutan,1490000000,396,141,3.0,1.0,24860.0
bubutan,1490000000,396,141,3.0,1.0,24860.0
bubutan,1490000000,396,141,3.0,1.0,24860.0
rungkut,1490000000,80,200,3.0,2.0,5397.0
rungkut,1490000000,80,200,4.0,2.0,5397.0
rungkut,1490000000,80,200,5.0,2.0,5397.0
rungkut,1490000000,80,200,6.0,2.0,5397.0
rungkut,1490000000,80,200,7.0,3.0,5397.0
rungkut,1490000000,80,200,6.0,3.0,5397.0
rungkut,1490000000,80,200,7.0,3.0,5397.0
rungkut,1490000000,80,200,7.0,3.0,5397.0
rungkut,1490000000,80,200,7.0,3.0,5397.0
rungkut,1490000000,80,200,7.0,3.0,5397.0
lakarsantri,1400000000,50,50,5.0,2.0,3440.0
lakarsantri,1400000000,50,50,4.0,2.0,3440.0
lakarsantri,1400000000,50,50,4.0,2.0,3440.0
lakarsantri,1400000000,50,50,4.0,2.0,3440.0
lakarsantri,1400000000,50,50,4.0,2.0,3440.0
lakarsantri,1400000000,50,50,4.0,2.0,3440.0
lakarsantri,1400000000,50,50,5.0,2.0,3440.0
lakarsantri,1400000000,50,50,5.0,2.0,3440.0
lakarsantri,1400000000,50,50,6.0,2.0,3440.0
lakarsantri,1400000000,50,50,6.0,2.0,3440.0
lakarsantri,1400000000,50,50,5.0,2.0,3440.0
lakarsantri,1400000000,50,50,4.0,2.0,3440.0
lakarsantri,1400000000,50,50,4.0,2.0,3440.0
lakarsantri,1400000000,50,50,4.0,2.0,3440.0
lakarsantri,1400000000,50,50,4.0,2.0,3440.0
lakarsantri,1400000000,50,50,4.0,2.0,3440.0
lakarsantri,1400000000,50,50,5.0,2.0,3440.0
lakarsantri,1400000000,50,50,5.0,2.0,3440.0
lakarsantri,1400000000,50,50,6.0,2.0,3440.0
lakarsantri,1400000000,50,50,6.0,2.0,3440.0
tenggilis mejoyo,1400000000,61,50,4.0,1.0,10143.0
tenggilis mejoyo,1400000000,61,50,5.0,1.0,10143.0
tenggilis mejoyo,1400000000,61,50,5.0,1.0,10143.0
tenggilis mejoyo,1400000000,61,50,5.0,1.0,10143.0
tenggilis mejoyo,1400000000,61,50,5.0,2.0,10143.0
tenggilis mejoyo,1400000000,61,50,5.0,2.0,10143.0
tenggilis mejoyo,1400000000,61,50,5.0,2.0,10143.0
tenggilis mejoyo,1400000000,61,50,5.0,2.0,10143.0
tenggilis mejoyo,1400000000,61,50,5.0,2.0,10143.0
tenggilis mejoyo,1400000000,61,50,5.0,2.0,10143.0
tenggilis mejoyo,1400000000,60,50,4.0,1.0,10143.0
tenggilis mejoyo,1400000000,60,50,5.0,1.0,10143.0
tenggilis mejoyo,1400000000,60,50,5.0,1.0,10143.0
tenggilis mejoyo,1400000000,60,50,5.0,1.0,10143.0
tenggilis mejoyo,1400000000,60,50,5.0,2.0,10143.0
tenggilis mejoyo,1400000000,60,50,5.0,2.0,10143.0
tenggilis mejoyo,1400000000,60,50,5.0,2.0,10143.0
tenggilis mejoyo,1400000000,60,50,5.0,2.0,10143.0
tenggilis mejoyo,1400000000,60,50,5.0,2.0,10143.0
tenggilis mejoyo,1400000000,60,50,5.0,2.0,10143.0
tenggilis mejoyo,1400000000,61,50,4.0,1.0,10143.0
tenggilis mejoyo,1400000000,61,50,5.0,1.0,10143.0
tenggilis mejoyo,1400000000,61,50,5.0,1.0,10143.0
tenggilis mejoyo,1400000000,61,50,5.0,1.0,10143.0
tenggilis mejoyo,1400000000,61,50,5.0,2.0,10143.0
tenggilis mejoyo,1400000000,61,50,5.0,2.0,10143.0
tenggilis mejoyo,1400000000,61,50,5.0,2.0,10143.0
tenggilis mejoyo,1400000000,61,50,5.0,2.0,10143.0
tenggilis mejoyo,1400000000,61,50,5.0,2.0,10143.0
tenggilis mejoyo,1400000000,61,50,5.0,2.0,10143.0
wiyung,1400000000,90,50,0.0,0.0,6179.0
wiyung,1400000000,90,50,0.0,0.0,6179.0
wiyung,1400000000,90,50,5.0,1.0,6179.0
wiyung,1400000000,90,50,5.0,1.0,6179.0
wiyung,1400000000,90,50,5.0,1.0,6179.0
wiyung,1400000000,90,50,5.0,1.0,6179.0
wiyung,1400000000,90,50,6.0,2.0,6179.0
wiyung,1400000000,90,50,6.0,2.0,6179.0
wiyung,1400000000,90,50,6.0,2.0,6179.0
wiyung,1400000000,90,50,6.0,2.0,6179.0
lakarsantri,1400000000,77,55,5.0,2.0,3440.0
lakarsantri,1400000000,77,55,4.0,2.0,3440.0
lakarsantri,1400000000,77,55,4.0,2.0,3440.0
lakarsantri,1400000000,77,55,4.0,2.0,3440.0
lakarsantri,1400000000,77,55,4.0,2.0,3440.0
lakarsantri,1400000000,77,55,4.0,2.0,3440.0
lakarsantri,1400000000,77,55,5.0,2.0,3440.0
lakarsantri,1400000000,77,55,5.0,2.0,3440.0
lakarsantri,1400000000,77,55,6.0,2.0,3440.0
lakarsantri,1400000000,77,55,6.0,2.0,3440.0
rungkut,1400000000,120,60,3.0,2.0,5397.0
rungkut,1400000000,120,60,4.0,2.0,5397.0
rungkut,1400000000,120,60,5.0,2.0,5397.0
rungkut,1400000000,120,60,6.0,2.0,5397.0
rungkut,1400000000,120,60,7.0,3.0,5397.0
rungkut,1400000000,120,60,6.0,3.0,5397.0
rungkut,1400000000,120,60,7.0,3.0,5397.0
rungkut,1400000000,120,60,7.0,3.0,5397.0
rungkut,1400000000,120,60,7.0,3.0,5397.0
rungkut,1400000000,120,60,7.0,3.0,5397.0
sukolilo,1400000000,75,60,5.0,3.0,3845.0
sukolilo,1400000000,75,60,5.0,3.0,3845.0
sukolilo,1400000000,75,60,5.0,4.0,3845.0
sukolilo,1400000000,75,60,4.0,4.0,3845.0
sukolilo,1400000000,75,60,5.0,4.0,3845.0
sukolilo,1400000000,75,60,5.0,3.0,3845.0
sukolilo,1400000000,75,60,6.0,3.0,3845.0
sukolilo,1400000000,75,60,6.0,3.0,3845.0
sukolilo,1400000000,75,60,6.0,3.0,3845.0
sukolilo,1400000000,75,60,6.0,3.0,3845.0
tandes,1400000000,77,60,0.0,0.0,9234.0
tandes,1400000000,77,60,0.0,0.0,9234.0
tandes,1400000000,77,60,0.0,0.0,9234.0
tandes,1400000000,77,60,0.0,0.0,9234.0
tandes,1400000000,77,60,0.0,0.0,9234.0
tandes,1400000000,77,60,4.0,1.0,9234.0
tandes,1400000000,77,60,5.0,1.0,9234.0
tandes,1400000000,77,60,5.0,1.0,9234.0
tandes,1400000000,77,60,5.0,1.0,9234.0
tandes,1400000000,77,60,5.0,1.0,9234.0
tandes,1400000000,60,60,0.0,0.0,9234.0
tandes,1400000000,60,60,0.0,0.0,9234.0
tandes,1400000000,60,60,0.0,0.0,9234.0
tandes,1400000000,60,60,0.0,0.0,9234.0
tandes,1400000000,60,60,0.0,0.0,9234.0
tandes,1400000000,60,60,4.0,1.0,9234.0
tandes,1400000000,60,60,5.0,1.0,9234.0
tandes,1400000000,60,60,5.0,1.0,9234.0
tandes,1400000000,60,60,5.0,1.0,9234.0
tandes,1400000000,60,60,5.0,1.0,9234.0
tandes,1400000000,79,60,0.0,0.0,9234.0
tandes,1400000000,79,60,0.0,0.0,9234.0
tandes,1400000000,79,60,0.0,0.0,9234.0
tandes,1400000000,79,60,0.0,0.0,9234.0
tandes,1400000000,79,60,0.0,0.0,9234.0
tandes,1400000000,79,60,4.0,1.0,9234.0
tandes,1400000000,79,60,5.0,1.0,9234.0
tandes,1400000000,79,60,5.0,1.0,9234.0
tandes,1400000000,79,60,5.0,1.0,9234.0
tandes,1400000000,79,60,5.0,1.0,9234.0
wiyung,1400000000,76,60,0.0,0.0,6179.0
wiyung,1400000000,76,60,0.0,0.0,6179.0
wiyung,1400000000,76,60,5.0,1.0,6179.0
wiyung,1400000000,76,60,5.0,1.0,6179.0
wiyung,1400000000,76,60,5.0,1.0,6179.0
wiyung,1400000000,76,60,5.0,1.0,6179.0
wiyung,1400000000,76,60,6.0,2.0,6179.0
wiyung,1400000000,76,60,6.0,2.0,6179.0
wiyung,1400000000,76,60,6.0,2.0,6179.0
wiyung,1400000000,76,60,6.0,2.0,6179.0
sukolilo,1400000000,79,70,5.0,3.0,3845.0
sukolilo,1400000000,79,70,5.0,3.0,3845.0
sukolilo,1400000000,79,70,5.0,4.0,3845.0
sukolilo,1400000000,79,70,4.0,4.0,3845.0
sukolilo,1400000000,79,70,5.0,4.0,3845.0
sukolilo,1400000000,79,70,5.0,3.0,3845.0
sukolilo,1400000000,79,70,6.0,3.0,3845.0
sukolilo,1400000000,79,70,6.0,3.0,3845.0
sukolilo,1400000000,79,70,6.0,3.0,3845.0
sukolilo,1400000000,79,70,6.0,3.0,3845.0
sukolilo,1400000000,79,70,5.0,3.0,3845.0
sukolilo,1400000000,79,70,5.0,3.0,3845.0
sukolilo,1400000000,79,70,5.0,4.0,3845.0
sukolilo,1400000000,79,70,4.0,4.0,3845.0
sukolilo,1400000000,79,70,5.0,4.0,3845.0
sukolilo,1400000000,79,70,5.0,3.0,3845.0
sukolilo,1400000000,79,70,6.0,3.0,3845.0
sukolilo,1400000000,79,70,6.0,3.0,3845.0
sukolilo,1400000000,79,70,6.0,3.0,3845.0
sukolilo,1400000000,79,70,6.0,3.0,3845.0
sukolilo,1400000000,79,70,5.0,3.0,3845.0
sukolilo,1400000000,79,70,5.0,3.0,3845.0
sukolilo,1400000000,79,70,5.0,4.0,3845.0
sukolilo,1400000000,79,70,4.0,4.0,3845.0
sukolilo,1400000000,79,70,5.0,4.0,3845.0
sukolilo,1400000000,79,70,5.0,3.0,3845.0
sukolilo,1400000000,79,70,6.0,3.0,3845.0
sukolilo,1400000000,79,70,6.0,3.0,3845.0
sukolilo,1400000000,79,70,6.0,3.0,3845.0
sukolilo,1400000000,79,70,6.0,3.0,3845.0
sukolilo,1400000000,79,70,5.0,3.0,3845.0
sukolilo,1400000000,79,70,5.0,3.0,3845.0
sukolilo,1400000000,79,70,5.0,4.0,3845.0
sukolilo,1400000000,79,70,4.0,4.0,3845.0
sukolilo,1400000000,79,70,5.0,4.0,3845.0
sukolilo,1400000000,79,70,5.0,3.0,3845.0
sukolilo,1400000000,79,70,6.0,3.0,3845.0
sukolilo,1400000000,79,70,6.0,3.0,3845.0
sukolilo,1400000000,79,70,6.0,3.0,3845.0
sukolilo,1400000000,79,70,6.0,3.0,3845.0
lakarsantri,1400000000,80,72,5.0,2.0,3440.0
lakarsantri,1400000000,80,72,4.0,2.0,3440.0
lakarsantri,1400000000,80,72,4.0,2.0,3440.0
lakarsantri,1400000000,80,72,4.0,2.0,3440.0
lakarsantri,1400000000,80,72,4.0,2.0,3440.0
lakarsantri,1400000000,80,72,4.0,2.0,3440.0
lakarsantri,1400000000,80,72,5.0,2.0,3440.0
lakarsantri,1400000000,80,72,5.0,2.0,3440.0
lakarsantri,1400000000,80,72,6.0,2.0,3440.0
lakarsantri,1400000000,80,72,6.0,2.0,3440.0
lakarsantri,1400000000,80,72,5.0,2.0,3440.0
lakarsantri,1400000000,80,72,4.0,2.0,3440.0
lakarsantri,1400000000,80,72,4.0,2.0,3440.0
lakarsantri,1400000000,80,72,4.0,2.0,3440.0
lakarsantri,1400000000,80,72,4.0,2.0,3440.0
lakarsantri,1400000000,80,72,4.0,2.0,3440.0
lakarsantri,1400000000,80,72,5.0,2.0,3440.0
lakarsantri,1400000000,80,72,5.0,2.0,3440.0
lakarsantri,1400000000,80,72,6.0,2.0,3440.0
lakarsantri,1400000000,80,72,6.0,2.0,3440.0
pakal,1400000000,69,72,3.0,1.0,3474.0
pakal,1400000000,69,72,3.0,1.0,3474.0
pakal,1400000000,69,72,3.0,1.0,3474.0
pakal,1400000000,69,72,3.0,1.0,3474.0
